Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S75025045,Wood Duck,Aix sponsa,406,4,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-10-18,07:28 AM,eBird - Traveling Count,97,1,1.159,,2
S82940129,Wood Duck,Aix sponsa,406,4,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-03-07,09:01 AM,eBird - Traveling Count,133,1,2.256,,3
S83377502,Wood Duck,Aix sponsa,406,1,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-03-14,08:04 AM,eBird - Traveling Count,138,1,2.173,,3
S83800340,Wood Duck,Aix sponsa,406,3,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-03-21,08:05 AM,eBird - Traveling Count,139,1,2.14,,5
S86327507,Wood Duck,Aix sponsa,406,1,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-04-25,08:08 AM,eBird - Traveling Count,173,1,3.911,,2
S87315647,Wood Duck,Aix sponsa,406,1,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-05-07,06:43 AM,eBird - Traveling Count,148,1,1.481,,2
S87505366,Wood Duck,Aix sponsa,406,2,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-05-08,02:09 PM,eBird - Traveling Count,127,1,2.173,,2
S88271589,Wood Duck,Aix sponsa,406,12,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-05-16,07:11 AM,eBird - Traveling Count,202,1,2.189,,5,,"2 males, 1 female with ducklings",,340009651
S88808229,Wood Duck,Aix sponsa,406,8,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-05-23,07:09 AM,eBird - Traveling Count,143,1,1.931,,6,,Includes one female w/1 chick
S90317161,Wood Duck,Aix sponsa,406,14,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-06-17,06:45 AM,eBird - Traveling Count,120,1,1.175,,1
S91431714,Wood Duck,Aix sponsa,406,3,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-07-08,06:52 AM,eBird - Traveling Count,112,1,1.11,,1,,Juvenile
S91587457,Wood Duck,Aix sponsa,406,9,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-07-11,07:08 AM,eBird - Traveling Count,142,1,2.044,,2
S91926087,Wood Duck,Aix sponsa,406,5,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-07-18,07:21 AM,eBird - Traveling Count,110,1,.963,,4
S91939087,Wood Duck,Aix sponsa,406,3,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-07-18,09:13 AM,eBird - Traveling Count,62,1,1.383,,3
S93355402,Wood Duck,Aix sponsa,406,1,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-08-17,06:51 AM,eBird - Traveling Count,149,1,1.738,,1
S93669843,Wood Duck,Aix sponsa,406,2,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-08-24,06:55 AM,eBird - Traveling Count,125,1,2.14,,1
S93884956,Wood Duck,Aix sponsa,406,7,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-08-29,07:32 AM,eBird - Traveling Count,154,1,2.124,,2
S94363496,Wood Duck,Aix sponsa,406,3,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-09-08,07:06 AM,eBird - Traveling Count,77,1,1.4,,2
S94865831,Wood Duck,Aix sponsa,406,5,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-09-19,07:06 AM,eBird - Traveling Count,101,1,1.304,,10
S95189958,Wood Duck,Aix sponsa,406,2,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-09-26,07:09 AM,eBird - Traveling Count,121,1,.579,,6
S95330198,Wood Duck,Aix sponsa,406,6,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2021-09-29,07:14 AM,eBird - Traveling Count,105,1,1.593,,1
S90369621,Wood Duck,Aix sponsa,406,1,US-DC,District of Columbia,L718768,Theodore Roosevelt Island,38.8964407,-77.0639175,2021-06-18,07:21 AM,eBird - Traveling Count,138,1,3.589,,1
S94496198,Wood Duck,Aix sponsa,406,3,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2021-09-11,07:13 AM,eBird - Traveling Count,182,1,2.173,,3
S94520472,Wood Duck,Aix sponsa,406,2,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2021-09-11,02:27 PM,eBird - Traveling Count,166,1,4.281,,3
S94524518,Wood Duck,Aix sponsa,406,4,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,2021-09-11,05:17 PM,eBird - Traveling Count,77,1,1.227,,3
