Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S94524518,Mourning Dove,Zenaida macroura,2369,1.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,5:17 PM,eBird - Traveling Count,77,1,1.227,,3,,,,
S94496198,Northern Cardinal,Cardinalis cardinalis,33382,19.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,7:13 AM,eBird - Traveling Count,182,1,2.173,,3,,,,
S94507139,Northern Cardinal,Cardinalis cardinalis,33382,3.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,10:16 AM,eBird - Traveling Count,169,1,3.144,,4,,,,
S94511831,Northern Cardinal,Cardinalis cardinalis,33382,3.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,1:38 PM,eBird - Traveling Count,46,1,1.143,,3,,,,
S94520472,Northern Cardinal,Cardinalis cardinalis,33382,11.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,2:27 PM,eBird - Traveling Count,166,1,4.281,,3,,,,
S94524518,Northern Cardinal,Cardinalis cardinalis,33382,4.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,5:17 PM,eBird - Traveling Count,77,1,1.227,,3,,,,
S94496198,Northern Flicker,Colaptes auratus,11371,1.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,7:13 AM,eBird - Traveling Count,182,1,2.173,,3,,,,
S94496198,Northern Mockingbird,Mimus polyglottos,27176,3.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,7:13 AM,eBird - Traveling Count,182,1,2.173,,3,,,,
S94511831,Northern Mockingbird,Mimus polyglottos,27176,7.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,1:38 PM,eBird - Traveling Count,46,1,1.143,,3,,,,
S94520472,Northern Mockingbird,Mimus polyglottos,27176,9.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,2:27 PM,eBird - Traveling Count,166,1,4.281,,3,,,,
S94496198,Northern Parula,Setophaga americana,32955,1.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,7:13 AM,eBird - Traveling Count,182,1,2.173,,3,,,,
S94507139,Northern Parula,Setophaga americana,32955,1.00,US-MD,Prince George's,L265951,Lake Artemesia,38.9875613,-76.9223213,9/11/2021,10:16 AM,eBird - Traveling Count,169,1,3.144,,4,,,,
